fips_code,State,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Staffed All Beds [Per 1000 People],Staffed All Beds [Per 1000 Adults (20+)],Staffed All Beds [Per 1000 Elderly (65+)],Staffed ICU Beds [Per 1000 People],Staffed ICU Beds [Per 1000 Adults (20+)],Staffed ICU Beds [Per 1000 Elderly (65+)]
29097,MO,0.55,,0.207,0.286,1.325,0,0,0
29099,MO,0.41,0.24,1.244,1.664,8.295,0.125,0.167,0.832
29101,MO,0.51,,0.857,1.161,6.775,0,0,0
29105,MO,0.38,0.93,1.204,1.645,6.747,0.112,0.153,0.628
29107,MO,0.29,0.36,0.767,1.025,4.065,0.061,0.082,0.325
29109,MO,0.24,,0.652,0.9,3.562,0,0,0
29113,MO,0.35,0.35,0.433,0.598,3.23,0.069,0.096,0.517
29115,MO,0.12,,2.077,2.795,9.831,0,0,0
29117,MO,0.65,,1.651,2.136,8.576,0,0,0
29121,MO,0.43,,1.65,2.197,7.253,0,0,0
29123,MO,0.21,,2.051,2.743,10.73,0,0,0
29127,MO,0.51,0.61,3.008,4.062,16.641,0.28,0.378,1.548
29145,MO,0.64,0.47,11.259,15.247,62.162,1.493,2.022,8.244
29147,MO,0.22,,1.704,2.255,11.163,0,0,0
29155,MO,0.35,0.58,3.011,4.184,17.62,0.43,0.598,2.517
29157,MO,0.65,,1.305,1.751,7.2,0,0,0
29159,MO,0.39,0.43,2.539,3.48,15.162,0.212,0.29,1.264
29161,MO,0.31,0.37,3.845,5.16,23.395,0.402,0.54,2.448
29163,MO,0.17,,1.351,1.773,7.783,0,0,0
29165,MO,0.67,,1.146,1.549,7.883,0,0,0
29167,MO,0.5,0.7,1.615,2.205,8.953,0.248,0.339,1.377
29169,MO,,,0.884,1.262,9.842,0,0,0
29171,MO,0.28,,3.153,4.169,12.853,0,0,0
29175,MO,0.27,0.24,1.333,1.753,7.938,0.323,0.425,1.924
29177,MO,0.33,,1.093,1.448,5.891,0,0,0
29181,MO,,,0,0,0,0,0,0
29195,MO,0.27,0.37,2.49,3.367,13.63,0.306,0.414,1.674
29199,MO,0.36,,5.034,7.379,27.809,0,0,0
29201,MO,0.33,0.57,2.86,3.867,15.85,0.312,0.422,1.729
29183,MO,0.62,0.53,1.954,2.627,12.833,0.098,0.131,0.642
29185,MO,0.06,,2.661,3.399,9.85,0,0,0
29187,MO,0.81,0.37,6.448,8.389,39.216,0.15,0.195,0.912
29510,MO,0.69,0.7,8.896,11.309,64.931,0.816,1.037,5.953
29189,MO,0.61,0.43,4.336,5.737,23.989,0.505,0.668,2.791
29186,MO,0.46,,1.398,1.832,7.174,0,0,0
29207,MO,0.28,0.08,1.643,2.164,8.209,0.137,0.18,0.684
29211,MO,0.51,,2.733,3.636,13.503,0,0,0
29213,MO,0.72,0.67,1.88,2.468,8.672,0.322,0.423,1.487
29215,MO,0.28,0.49,1.838,2.395,8.718,0.156,0.204,0.742
29217,MO,0.2,0.11,1.997,2.726,10.309,0.292,0.399,1.509
29221,MO,0.38,,1.002,1.335,6.008,0,0,0
28001,MS,0.36,0.28,4.713,6.042,25.026,0.481,0.617,2.554
28003,MS,0.54,0.68,4.414,5.885,23.925,0.65,0.867,3.523
28005,MS,0.54,,1.298,1.675,5.525,0,0,0
28007,MS,0.34,,1.361,1.878,7.1,0,0,0
28011,MS,0.21,0.5,4.851,6.71,30.701,0.255,0.353,1.616
28013,MS,0.49,,1.732,2.324,9.151,0,0,0
28017,MS,0.13,,2.271,3.111,13.185,0,0,0
28019,MS,0.48,,1.812,2.382,8.403,0,0,0
28021,MS,0.36,,2.444,3.384,14.946,0,0,0
28023,MS,0.43,,1.602,2.114,7.837,0,0,0
28025,MS,0.4,0.14,2.528,3.366,13.687,0.31,0.412,1.676
28027,MS,0.17,0.42,7.999,11.449,51.833,0.442,0.633,2.864
28029,MS,0.6,,0.876,1.195,4.965,0,0,0
28031,MS,0.57,,1.326,1.816,7.849,0,0,0
28033,MS,0.65,0.59,2.582,3.599,20.027,0.242,0.337,1.875
28035,MS,0.78,0.75,5.691,7.749,41.912,0.64,0.871,4.711
28037,MS,0.67,,3.082,4.142,15.454,0,0,0
28039,MS,0.23,0.22,1.732,2.43,11.956,0.247,0.347,1.708
28041,MS,0.52,,0.515,0.656,3.465,0,0,0
28043,MS,0.4,,2.327,3.144,13.088,0.237,0.321,1.335
28045,MS,0.2,0.63,0.993,1.282,5.009,0.127,0.164,0.639
28047,MS,0.57,0.48,3.097,4.225,20.709,0.276,0.376,1.844
28049,MS,0.67,0.81,8.562,11.812,60.886,0.92,1.269,6.538
28051,MS,0.28,,1.419,2.013,9.427,0,0,0
28059,MS,0.59,0.45,2.233,3,14.084,0.335,0.45,2.113
28061,MS,0.32,,1.217,1.611,5.967,0,0,0
28063,MS,0.09,,1.689,2.245,10.008,0,0,0
28065,MS,0.19,,2.225,2.841,9.804,0,0,0
28067,MS,0.38,0.62,3.915,5.459,23.149,0.204,0.285,1.209
28069,MS,0.4,,2.493,3.296,12.346,0,0,0
28071,MS,0.57,0.49,3.084,4.16,24.39,0.438,0.591,3.464
28073,MS,0.65,0.51,2.802,3.833,20.342,0.272,0.372,1.976
28075,MS,0.45,0.66,8.59,11.62,49.495,0.677,0.916,3.901
28077,MS,0.26,,2.007,2.73,11.161,0,0,0
28079,MS,,,0,0,0,0,0,0
28081,MS,0.63,0.62,6.772,9.357,45.801,0.493,0.681,3.334
28083,MS,0.31,0.84,5.982,8.644,41.477,0.311,0.45,2.158
28085,MS,0.23,0.38,2.631,3.548,15.304,0.146,0.197,0.85
28087,MS,0.41,0.47,2.681,3.635,16.895,0.305,0.414,1.925
28089,MS,0.22,0.38,0.634,0.876,4.771,0.066,0.092,0.498
28091,MS,0.37,0.09,1.983,2.649,10.673,0.243,0.324,1.307
28093,MS,0.2,,0.762,0.998,4.345,0,0,0
28095,MS,0.34,0.36,3.374,4.49,17.567,0.253,0.337,1.318
28097,MS,0.42,,2.494,3.301,11.526,0,0,0
28099,MS,0.21,,1.991,2.862,12.587,0,0,0
28101,MS,0.58,,1.166,1.643,6.974,0,0,0
28103,MS,0.4,,2.373,3.243,14.501,0,0,0
28105,MS,0.29,0.28,1.774,2.373,15.412,0.121,0.162,1.051
28107,MS,0.58,,1.317,1.808,8.366,0,0,0
28109,MS,0.42,0.52,1.318,1.77,7.023,0.108,0.145,0.577
28111,MS,0.18,,1.844,2.45,10.096,0,0,0
28113,MS,0.27,0.43,4.474,6.292,25.904,0.708,0.995,4.098
28115,MS,0.62,,0.785,1.102,5.249,0,0,0
28117,MS,0.16,,1.541,2.06,8.473,0.435,0.581,2.39
28121,MS,0.46,0.39,3.775,5.055,24.682,0.117,0.157,0.765
28123,MS,0.42,,1.768,2.488,11.737,0,0,0
28125,MS,0.3,,4.341,5.912,22.673,0,0,0
28127,MS,0.29,,2.579,3.476,14.662,0,0,0
28129,MS,,,0,0,0,0,0,0
28131,MS,0.54,,1.336,1.834,8.358,0,0,0
28133,MS,0.42,,2.798,3.732,20.466,0,0,0
28135,MS,1,,0.643,0.821,4.306,0,0,0
28137,MS,,,0,0,0,0,0,0
28139,MS,0.42,,1.137,1.557,6.874,0,0,0
28141,MS,0.26,,2.467,3.233,12.094,0,0,0
28145,MS,0.32,0.16,3.216,4.421,19.227,0.28,0.384,1.672
28147,MS,0.19,,1.728,2.306,8.803,0,0,0
28149,MS,0.33,0.66,6.519,8.826,39.269,0.476,0.645,2.87
28151,MS,0.47,0.59,4.793,6.675,30.252,0.488,0.68,3.081
28153,MS,0.56,0.44,2.414,3.297,14.109,0.296,0.404,1.728
28155,MS,0.53,,3.882,5.246,21.864,0,0,0
28159,MS,,,0,0,0,0,0,0
28161,MS,0.6,,2.098,2.777,10.509,0,0,0
28163,MS,0.45,,0.885,1.165,6.645,0,0,0
30001,MT,,,0,0,0,0,0,0
30003,MT,0.3,,1.874,2.932,14.646,0,0,0
30005,MT,0,,0.881,1.305,5.72,0,0,0
30007,MT,0.82,,4.108,5.25,17.361,0,0,0
30009,MT,0.55,,0.933,1.157,3.621,0,0,0
30011,MT,0.63,,20.194,25.853,78.37,0,0,0
30013,MT,0.37,0.72,3.822,5.062,20.58,0.245,0.325,1.319
30015,MT,0.57,,5.744,7.716,28.181,0,0,0
30017,MT,0.59,0.5,2.158,2.835,10.808,0.345,0.454,1.729
30019,MT,0.83,,14.31,18.519,53.996,0,0,0
30021,MT,0.28,,2.88,3.827,14.501,0.346,0.459,1.74
30023,MT,0.95,,21.794,26.184,91.159,0,0,0
30025,MT,0.59,,8.562,12.071,50.607,0,0,0
30027,MT,0.41,,2.07,2.682,8.443,0,0,0
30029,MT,0.6,0.57,2.155,2.83,11.028,0.215,0.283,1.103
30031,MT,0.7,0.63,0.778,1.019,6.15,0.072,0.094,0.566
30033,MT,0,,3.155,4.137,13.559,0,0,0
30035,MT,0.15,,3.346,5.064,27.828,0,0,0
30039,MT,0.83,,7.401,8.897,24.225,0,0,0
30041,MT,0.2,0.16,2.997,4.318,19.71,0.367,0.529,2.414
30047,MT,0.4,,1.554,2.092,7.034,0,0,0
30049,MT,0.66,0.65,1.907,2.503,10.153,0.116,0.153,0.62
30051,MT,0.84,,10.288,13.405,50,0,0,0
30053,MT,0.29,,1.263,1.578,4.409,0,0,0
30057,MT,0.33,,1.141,1.376,4.042,0,0,0
30055,MT,0.53,,17.91,22.971,68.493,0,0,0
30059,MT,0.69,,13.398,16.938,43.63,0,0,0
30061,MT,0.65,,5.561,6.916,19.246,0,0,0
30063,MT,0.56,0.48,2.517,3.23,16.157,0.269,0.346,1.729
30065,MT,0.84,,5.375,6.771,20.243,0,0,0
30067,MT,0.46,0.14,1.494,1.852,6.581,0.239,0.296,1.053
30071,MT,0.24,,1.473,1.983,6.593,0,0,0
30073,MT,0.13,,3.349,4.559,16.407,0,0,0
30077,MT,0.19,,2.296,2.745,11.142,0,0,0
30079,MT,0.94,,20.239,24.887,63.584,0,0,0
30081,MT,0.59,,0.579,0.734,2.245,0.116,0.147,0.449
30083,MT,0.54,,2.291,3.155,15.319,0,0,0
30085,MT,0.4,,6.782,10.622,59.242,0,0,0
30087,MT,0.34,0.04,2.758,4.028,17.47,0.11,0.161,0.699
30089,MT,0.32,,1.351,1.677,4.323,0,0,0
30091,MT,0.22,,5.549,7.116,24.548,0,0,0
30093,MT,0.57,0.48,2.029,2.628,10.649,0.314,0.407,1.65
30095,MT,,,0,0,0,0,0,0
30097,MT,0.83,,6.739,8.66,25.355,0,0,0
30099,MT,0.9,,4.057,5.513,17.883,0,0,0
30101,MT,0.16,,4.327,5.566,23.438,0,0,0
30105,MT,0.19,,3.362,4.471,14.384,0,0,0
30107,MT,0.77,,11.181,15.743,46.816,0,0,0
30111,MT,0.66,0.84,3.603,4.842,21.278,0.256,0.344,1.512
37001,NC,0.57,0.46,1.057,1.43,6.257,0.12,0.163,0.711
37005,NC,0.14,,2.24,2.765,8.27,0,0,0
37007,NC,0.13,,0.603,0.77,3.265,0,0,0
37009,NC,0.52,,0.922,1.145,3.588,0,0,0
37011,NC,0.2,,1.2,1.46,5.397,0,0,0
37013,NC,0.48,0.44,1.529,1.967,6.382,0.17,0.219,0.709
37015,NC,0.63,,0.315,0.391,1.37,0,0,0
37017,NC,0.44,0,0.753,0.973,3.45,0.121,0.156,0.552
37019,NC,0.66,0.58,0.921,1.107,2.925,0.139,0.167,0.441
37021,NC,0.81,0.8,2.968,3.738,14.838,0.641,0.807,3.203
37023,NC,0.5,0.49,1.726,2.203,8.527,0.177,0.226,0.875
37025,NC,0.67,0.79,2.115,2.938,15.994,0.118,0.164,0.895
37027,NC,0.5,0.86,1.341,1.724,6.748,0.146,0.188,0.736
37029,NC,0.61,0.63,8.497,11.311,52,0.934,1.243,5.714
37031,NC,0.75,0.52,1.424,1.765,5.702,0.115,0.143,0.461
37035,NC,0.45,0.54,2.685,3.558,15.033,0.328,0.434,1.835
37037,NC,0.49,0.07,0.342,0.439,1.4,0.055,0.07,0.224
37039,NC,0.69,,0.881,1.08,2.977,0,0,0
37041,NC,0.63,0.75,1.782,2.291,7.234,0.285,0.367,1.157
37045,NC,0.4,0.7,3.277,4.35,17.598,0.584,0.775,3.135
37047,NC,0.31,,2.767,3.599,13.761,0.18,0.234,0.894
37049,NC,0.62,0.75,2.779,3.661,14.592,0.7,0.922,3.673
37051,NC,0.84,0.7,2.371,3.282,19.89,0.169,0.233,1.414
37055,NC,0.36,,0.575,0.725,2.686,0,0,0
37057,NC,0.46,0.48,0.924,1.218,5.07,0.174,0.229,0.955
37059,NC,0.57,,0.421,0.549,1.99,0,0,0
37061,NC,0.51,0.44,0.833,1.125,4.452,0.153,0.207,0.818
37063,NC,0.83,0.63,4.287,5.644,32.747,0.483,0.636,3.689
37065,NC,0.41,0.74,1.942,2.579,9.851,0.288,0.383,1.463
37067,NC,0.75,0.89,7.415,10.024,46.373,0.818,1.105,5.114
37071,NC,0.77,0.53,1.719,2.287,10.702,0.256,0.34,1.593
37077,NC,0.48,0.44,0.699,0.906,4.08,0.1,0.129,0.583
37081,NC,0.68,0.7,2.157,2.912,14.219,0.277,0.374,1.828
37083,NC,0.44,0.27,2.491,3.254,12.024,0.316,0.413,1.527
37085,NC,0.37,0.46,1.244,1.748,9.986,0.104,0.147,0.837
37087,NC,0.38,,1.969,2.46,8.001,0.194,0.242,0.787
37089,NC,0.53,0.14,1.996,2.519,7.748,0.231,0.292,0.898
37091,NC,0.54,0.58,2.959,3.863,14.96,0.423,0.552,2.137
37093,NC,0.2,,1.114,1.58,11.075,0,0,0
37097,NC,0.44,0.59,2.275,3.045,14.345,0.202,0.27,1.272
37099,NC,0.42,,1.893,2.463,9.617,0.208,0.27,1.055
37101,NC,0.57,0.24,0.883,1.224,6.632,0.118,0.164,0.889
37105,NC,0.34,0.59,2.067,2.806,12.552,0.13,0.177,0.791
37107,NC,0.06,,19.401,25.766,97.944,0.25,0.332,1.263
37109,NC,0.53,0.62,1.206,1.568,6.823,0.119,0.155,0.676
37113,NC,0.45,0.54,1.389,1.75,4.873,0.142,0.179,0.497
37117,NC,0.27,0.26,1.897,2.441,8.197,0.265,0.341,1.144
37111,NC,0.46,0,1.077,1.383,5.259,0.198,0.254,0.966
37119,NC,0.79,0.75,2.202,2.979,19.657,0.154,0.209,1.379
37121,NC,0.47,,1.667,2.086,6.683,0,0,0
37123,NC,0.49,,0.147,0.194,0.715,0,0,0
37125,NC,0.68,,4.175,5.435,17.437,0.689,0.897,2.878
37127,NC,0.5,0.52,3.957,5.238,21.347,0.223,0.296,1.205
37129,NC,0.83,1,2.678,3.43,15.093,0.245,0.314,1.383
37133,NC,0.64,0.53,1.548,2.175,16.752,0.071,0.1,0.766
37135,NC,0.87,0.82,5.499,7.324,39.288,0.089,0.119,0.636
37141,NC,0.34,,0.402,0.531,2.234,0,0,0
37145,NC,0.24,0.48,0.962,1.249,4.919,0.152,0.197,0.777
37147,NC,0.76,0.68,4.536,6.138,34.302,0.395,0.534,2.985
37149,NC,0.49,0.04,1.213,1.478,3.901,0.291,0.355,0.936
37151,NC,0.27,0.37,1.012,1.345,5.7,0.084,0.111,0.472
37153,NC,,,0,0,0,0,0,0
37155,NC,0.75,0.61,1.942,2.705,12.759,0.19,0.264,1.246
37157,NC,0.27,0.54,1.191,1.534,5.821,0.099,0.128,0.485
37159,NC,0.72,0.62,1.196,1.587,6.806,0.142,0.188,0.805
37161,NC,0.27,0.21,1.661,2.149,7.697,0.269,0.348,1.248
37163,NC,0.41,0.52,1.116,1.527,6.263,0.126,0.172,0.706
37165,NC,0.57,0.51,2.787,3.731,15.23,0.23,0.308,1.256
37167,NC,0.34,0.53,1.563,2.053,8.267,0.161,0.212,0.852
37169,NC,0.27,,0.55,0.694,2.586,0,0,0
37171,NC,0.38,0.54,2.516,3.282,12.276,0.139,0.181,0.678
37173,NC,0.28,,3.089,4.076,16.123,0,0,0
37175,NC,0.61,0.42,0.731,0.89,2.393,0.117,0.142,0.383
37179,NC,0.53,0.69,0.771,1.101,6.081,0.059,0.085,0.468
37181,NC,0.54,1,2.041,2.762,11.038,0.449,0.607,2.426
37183,NC,0.79,0.62,1.629,2.223,14.02,0.189,0.257,1.624
37187,NC,0.09,,2.108,2.703,8.654,0,0,0
37189,NC,0.41,0.5,1.698,2.158,10.731,0.179,0.227,1.13
37191,NC,0.52,0.74,2.118,2.87,12.879,0.13,0.176,0.789
37193,NC,0.34,0.87,1.357,1.753,6.294,0.117,0.151,0.541
37195,NC,0.27,0.3,3.315,4.447,18.144,0.172,0.231,0.941
37197,NC,,,0,0,0,0,0,0
38001,ND,0.28,,10.898,13.774,39.124,0,0,0
38003,ND,0.32,,2.371,3.087,10.412,0,0,0
38009,ND,0.6,,3.9,5.127,16.351,0,0,0
38011,ND,0.13,,7.477,10.128,34.901,0,0,0
38015,ND,0.63,0.58,4.073,5.497,25.335,0.756,1.02,4.701
38017,ND,0.71,0.81,5.482,7.377,45.655,0.612,0.823,5.093
38019,ND,0.08,,5.223,6.868,19.38,0,0,0
38021,ND,0.22,,4.079,5.634,19.96,0,0,0
38023,ND,0.29,,6.57,8.616,25.997,0,0,0
38029,ND,0.1,,4.249,5.412,15.234,0,0,0
38031,ND,0.13,,7.774,10.113,34.53,0,0,0
38035,ND,0.55,0.51,5.624,7.552,44.336,0.367,0.493,2.896
38037,ND,0.83,,12.637,16.207,42.254,0,0,0
38039,ND,0.11,,8.065,10.357,26.706,0,0,0
38051,ND,0.11,,17.021,21.287,55.485,0,0,0
38053,ND,,,0,0,0,0,0,0
38055,ND,0.67,,4.926,6.432,20.907,0,0,0
38057,ND,0.3,,1.573,2.09,8.166,0,0,0
38059,ND,0.45,,1.319,1.755,7.88,0,0,0
38061,ND,0.14,,1.077,1.517,9.22,0,0,0
38063,ND,0.11,,6.623,8.377,24.611,0,0,0
38067,ND,0.1,,2.879,3.715,12.446,0,0,0
38069,ND,0.29,,6.126,8.083,25.988,0,0,0
38071,ND,0.41,,2.178,2.948,10.955,0,0,0
38073,ND,0.38,,4.774,6.352,23.127,0,0,0
38079,ND,0.24,,3.636,5.731,31.119,0,0,0
38085,ND,0.04,,2.754,4.544,33.994,0,0,0
38089,ND,0.49,,0.807,1.133,5.947,0.129,0.181,0.951
38093,ND,0.74,0.03,6.263,8.126,32.807,0.287,0.372,1.503
38095,ND,0.18,,9.124,11.779,36.364,0,0,0
38097,ND,0.17,,5.101,6.879,26.032,0,0,0
38099,ND,0.39,,2.625,3.493,12.378,0,0,0
38101,ND,0.61,0.53,2.613,3.548,20.486,0.28,0.381,2.199
38103,ND,0.21,,6.318,8.178,22.748,0,0,0
38105,ND,0.38,,1.414,2.043,14.758,0,0,0
31001,NE,0.45,0.54,3.078,4.228,16.911,0.317,0.436,1.743
31003,NE,0.12,,3.63,4.902,15.405,0,0,0
31011,NE,0.4,,4.772,6.366,20.903,0,0,0
31013,NE,0.34,,2.321,3.192,12.243,0,0,0
31015,NE,0.04,,10.23,12.937,33.445,0,0,0
31017,NE,0.13,,7.736,10.101,29.639,0,0,0
31019,NE,0.37,0.54,6.47,8.909,44.602,0.685,0.944,4.724
31021,NE,0.05,,2.466,3.261,10.217,0,0,0
31023,NE,0.22,,2.482,3.329,11.855,0,0,0
31029,NE,0.07,,5.029,6.949,24.57,0,0,0
31031,NE,0.19,,4.34,5.811,19.904,0,0,0
31033,NE,0.29,0.02,2.041,2.744,10.509,0.43,0.578,2.212
31037,NE,0.04,,2.298,3.387,17.065,0,0,0
31039,NE,0.2,,2.796,3.83,12.723,0,0,0
31041,NE,0.13,,3.229,4.355,14.397,0,0,0
31045,NE,0.21,,2.868,3.8,15.47,0,0,0
31047,NE,0.23,,2.404,3.417,14.441,0,0,0
31053,NE,0.45,,1.359,1.86,7.065,0,0,0
31055,NE,0.71,0.68,3.87,5.392,29.748,0.434,0.605,3.336
31057,NE,0.12,,7.91,10.036,31.32,0,0,0
31059,NE,,,0,0,0,0,0,0
31061,NE,0.04,,4.631,5.877,16.413,0,0,0
31065,NE,0.27,,4.242,5.587,16.935,0,0,0
31067,NE,0.46,0.16,1.163,1.543,5.589,0.14,0.185,0.671
31069,NE,0.07,,5.271,6.698,18.868,0,0,0
31079,NE,0.43,0.54,2.272,3.237,15.301,0.26,0.37,1.749
31081,NE,0.3,,1.509,2.049,7.58,0,0,0
31083,NE,0.11,,5.587,7.296,21.324,0,0,0
31089,NE,0.29,,4.127,5.661,19.117,0,0,0
31093,NE,0.15,,2.474,3.351,11.73,0,0,0
31095,NE,0.16,,2.395,3.148,10.012,0,0,0
31097,NE,0.19,,3.506,4.414,18.692,0,0,0
31099,NE,0.2,,1.528,2.08,7.806,0,0,0
31101,NE,0.13,,2.244,2.862,8.403,0,0,0
31105,NE,0.22,,4.146,5.447,16.988,0,0,0
31107,NE,0.11,,2.732,3.716,11.068,0,0,0
31109,NE,0.65,0.68,3.612,4.922,25.963,0.265,0.361,1.903
31111,NE,0.54,0.91,2.757,3.713,14.254,0.54,0.727,2.792
31119,NE,0.42,0.55,7.149,9.967,44.834,1.356,1.891,8.506
31121,NE,0.16,,2.586,3.43,12.579,0,0,0
31123,NE,0.1,,4.268,5.706,20.141,0,0,0
31125,NE,0.08,,5.379,7.105,25.166,0,0,0
31127,NE,0.12,,2.3,3.116,11.453,0,0,0
31129,NE,0.19,,5.959,7.634,21.988,0,0,0
31131,NE,,,0,0,0,0,0,0
31133,NE,0.11,,6.459,8.437,22.517,0,0,0
31135,NE,0.24,,6.828,9.39,29.112,0,0,0
31137,NE,0.4,,2.779,3.755,13.412,0,0,0
31139,NE,0.19,,4.901,6.696,25.399,0,0,0
31141,NE,0.42,0.31,1.409,1.97,8.207,0.15,0.21,0.873
31143,NE,0.07,,3.031,4.047,13.245,0,0,0
31145,NE,0.4,,2.331,3.11,11.206,0,0,0
31147,NE,,,0,0,0,0,0,0
31149,NE,0.09,,17.647,22.472,66.116,0,0,0
31151,NE,0.1,,2.997,4.259,19.954,0,0,0
31153,NE,0.52,0.54,0.482,0.686,4.106,0.043,0.062,0.369
31155,NE,0.13,,0.751,1.021,4.008,0,0,0
31157,NE,0.49,0.67,3.39,4.675,17.813,0.611,0.843,3.212
31159,NE,0.34,,1.386,1.938,8.23,0,0,0
31161,NE,0.16,,4.817,6.352,17.947,0,0,0
31169,NE,0.19,,3.771,5.024,14.925,0,0,0
31173,NE,0.3,,2.876,4.747,24.277,0,0,0
31175,NE,0.32,,3.819,5.076,15.08,0,0,0
31177,NE,0.09,,1.016,1.384,5.717,0,0,0
31179,NE,0.21,,2.233,3.055,13.672,0,0,0
31181,NE,0.08,,3.68,4.829,16.049,0,0,0
31185,NE,0.25,,2.759,3.744,13.571,0,0,0
33001,NH,0.64,0.32,1.409,1.768,6.368,0.164,0.206,0.74
33003,NH,0.5,0.22,1.025,1.241,3.673,0.164,0.199,0.588
33005,NH,0.61,0.14,1.124,1.44,5.649,0.353,0.452,1.774
33007,NH,0.38,0.23,2.089,2.548,8.807,0.095,0.116,0.4
33009,NH,0.75,0.69,5.301,6.689,25.638,0.713,0.899,3.447
33011,NH,0.66,0.57,1.96,2.535,12.456,0.149,0.193,0.949
33013,NH,0.71,0.67,2.025,2.594,11.101,0.119,0.153,0.653
33015,NH,0.7,0.72,1.857,2.361,10.335,0.139,0.177,0.774
33017,NH,0.68,0.59,1.399,1.826,9.317,0.131,0.171,0.87
33019,NH,0.37,,0.579,0.731,2.701,0,0,0
34001,NJ,0.65,0.59,5.128,6.726,28.586,0.384,0.504,2.142
34003,NJ,0.74,0.59,2.065,2.698,12.006,0.157,0.205,0.913
34005,NJ,0.68,0.51,1.852,2.404,10.941,0.184,0.239,1.088
34007,NJ,0.7,0.67,5.051,6.729,32.251,0.442,0.589,2.821
34009,NJ,0.44,0.55,1.61,1.999,6.06,0.173,0.215,0.651
34011,NJ,0.76,0.65,2.126,2.879,13.924,0.238,0.323,1.562
34013,NJ,0.75,0.5,3.375,4.563,24.868,0.319,0.431,2.35
34015,NJ,0.46,0.65,0.8,1.055,5.051,0.048,0.063,0.304
34017,NJ,0.61,0.41,1.606,2.069,13.589,0.155,0.2,1.314
34019,NJ,0.61,0.65,1.363,1.742,7.358,0.096,0.123,0.519
34021,NJ,0.8,0.53,3.329,4.43,21.982,0.314,0.417,2.071
34023,NJ,0.69,0.64,2.124,2.815,14.187,0.194,0.257,1.296
34025,NJ,0.65,0.56,2.644,3.462,15.046,0.245,0.32,1.392
34027,NJ,0.71,0.7,3.421,4.482,20.051,0.2,0.262,1.174
34029,NJ,0.64,0.43,2.202,2.974,9.768,0.176,0.238,0.781
34031,NJ,0.7,0.73,1.635,2.227,11.241,0.193,0.263,1.325
34033,NJ,0.27,0.48,3.338,4.366,17.96,0.303,0.397,1.633
34035,NJ,0.73,0.3,2.476,3.269,15.886,0.085,0.112,0.542
34037,NJ,0.74,0.77,0.923,1.184,5.336,0.071,0.091,0.41
34039,NJ,0.66,0.67,1.826,2.46,12.698,0.143,0.193,0.997
34041,NJ,0.5,0.49,0.87,1.117,4.784,0.113,0.146,0.624
35001,NM,0.73,0.64,3.149,4.155,19.215,0.203,0.268,1.241
35005,NM,0.38,0.45,2.922,4.149,18.303,0.371,0.527,2.324
35006,NM,0.23,0.14,1.159,1.568,7.199,0.15,0.202,0.929
35007,NM,0.25,0.22,2.064,2.579,7.695,0.33,0.413,1.231
35009,NM,0.34,0.45,2.144,3.024,17.091,0.162,0.228,1.29
35013,NM,0.65,0.79,2.57,3.583,16.279,0.234,0.327,1.485
35015,NM,0.27,,2.245,3.164,15.465,0.207,0.292,1.428
35017,NM,0.38,0.35,1.17,1.511,4.219,0.219,0.283,0.791
35019,NM,0.16,,2.304,2.99,11.765,0,0,0
35025,NM,0.25,0.4,1.235,1.836,10.82,0.115,0.171,1.007
35027,NM,0.44,0.55,1.278,1.602,4.451,0.205,0.256,0.712
35028,NM,0.15,0.06,2.461,3.256,13.783,0.314,0.416,1.76
35029,NM,0.51,0.15,1.043,1.46,4.949,0.25,0.35,1.188
35031,NM,0.42,0.63,2.047,2.993,16.501,0.069,0.101,0.557
35035,NM,0.53,0.59,0.839,1.129,4.881,0.15,0.202,0.872
35037,NM,0.09,,3.029,3.95,11.899,0,0,0
35039,NM,0.42,0.4,1.333,1.797,6.88,0.205,0.276,1.058
35041,NM,0.12,,1.067,1.507,7.485,0,0,0
35045,NM,0.48,0.79,2.095,2.948,14.022,0.08,0.113,0.535
35047,NM,0.2,,8.191,10.495,37.717,0.29,0.371,1.335
35043,NM,0.54,,0.413,0.556,2.33,0,0,0
35049,NM,0.63,0.6,1.26,1.576,5.18,0.12,0.15,0.493
35051,NM,0.37,,1.003,1.21,2.746,0,0,0
35053,NM,0.21,,1.434,1.945,7.43,0,0,0
35055,NM,0.52,0.34,0.761,0.947,2.878,0.183,0.227,0.691
35059,NM,0.09,,6.071,7.627,29.002,0,0,0
32510,NV,0.67,0.61,3.952,5.093,19.448,0.433,0.558,2.131
32001,NV,0.55,,1.023,1.363,5.402,0,0,0
32003,NV,0.71,0.86,2.628,3.523,17.84,0.248,0.332,1.682
32005,NV,0.5,,0.475,0.579,1.666,0,0,0
32007,NV,0.24,0.37,1.125,1.598,9.928,0.133,0.19,1.178
32013,NV,0.31,,1.489,2.106,10.898,0.179,0.253,1.308
32015,NV,0.22,,0.897,1.258,5.669,0,0,0
32017,NV,0.51,,0.769,0.995,3.106,0,0,0
32019,NV,0.16,,0.251,0.327,1.185,0,0,0
32021,NV,0.62,,2.437,3.1,9.874,0,0,0
32023,NV,0.38,,0.551,0.676,1.834,0,0,0
32027,NV,0.1,,1.95,2.385,12.23,0,0,0
32031,NV,0.64,0.71,2.985,3.923,18.251,0.704,0.926,4.307
32033,NV,0.19,,2.639,3.368,14.689,0,0,0
